MONTH_REPORTED,DRIVER_START_MONTH,CITY,STATE,ZIP,NUMBER_OF_TRIPS,MULTIPLE_TNPS
2024-08-01,2017-02-01,Crown Point,IN,46307,66,false
2024-08-01,2024-02-01,Chicago,IL,60659,895,true
2024-08-01,2020-01-01,Chicago,IL,60637,58,false
2024-08-01,2023-08-01,Zion,IL,60099,27,false
2024-08-01,2023-12-01,Calumet City,IL,60409,0,true
2024-08-01,2017-09-01,Chicago,IL,60610,86,true
2024-08-01,2016-04-01,Hammond,IN,46327,1,false
2024-08-01,2017-10-01,Chicago,IL,60634,90,true
2024-08-01,2016-03-01,Chicago,IL,60647,111,true
2024-08-01,2021-04-01,Plainfiled,IL,60544,10,true
2024-08-01,2024-06-01,Des Plaines,IL,60016,5,true
2024-08-01,2024-04-01,Chicago,IL,60609,308,false
2024-08-01,2018-09-01,Carpentersville,IL,60110,73,false
2024-08-01,2024-05-01,Harvard,IL,60033,0,false
2024-08-01,2024-05-01,Harvard,IL,60033,0,false
2024-08-01,2018-04-01,Chicago,IL,60639,29,true
2024-08-01,2024-04-01,Chicago,IL,60619,30,false
2024-08-01,2024-03-01,Lisle,IL,60532,50,true
2024-08-01,2024-03-01,Philadelphia,PA,19152,0,false
2024-08-01,2023-02-01,Chicago,IL,60625,171,true
2024-08-01,2023-07-01,Yorkville,IL,60560,27,true
2024-08-01,2023-10-01,Chicago,IL,60623,218,false
2024-08-01,2023-06-01,Milwaukee,WI,53233,18,false
2024-08-01,2013-12-01,Chicago,IL,60640,33,true
2024-08-01,2024-05-01,Park City,IL,60085,0,false
2024-08-01,2024-05-01,Park City,IL,60085,0,false
2024-08-01,2024-03-01,Norridge,IL,60706,0,false
2024-08-01,2023-10-01,Bolingbrook,IL,60440,104,false
2024-08-01,2024-02-01,Oak Forest,IL,60452,0,false
2024-08-01,2024-02-01,Oak Forest,IL,60452,0,false
2024-08-01,2024-02-01,Oak Forest,IL,60452,0,false
2024-08-01,2024-02-01,Oak Forest,IL,60452,0,false
2024-08-01,2023-04-01,Chicago,IL,60616,131,false
2024-08-01,2024-05-01,Crystal Lake,IL,60012,45,true
2024-08-01,2023-12-01,Prospect Heights,IL,60070,58,false
2024-08-01,2015-12-01,Chicago,IL,60630,261,true
2024-08-01,2023-11-01,Chicago,IL,60616,400,false
2024-08-01,2024-06-01,Barlett,IL,60103,25,false
2024-08-01,2019-04-01,Vernon Hills,IL,60061,5,true
2024-08-01,2022-10-01,Chicago,IL,60606,218,false
2024-08-01,2020-03-01,Chicago,IL,60636,604,true
2024-08-01,2018-10-01,Chicago,IL,60620,31,false
2024-08-01,2017-09-01,Niles,IL,60714,0,false
2024-08-01,2019-02-01,Darien,IL,60561,10,false
2024-08-01,2023-12-01,Crete,IL,60417,0,false
2024-08-01,2024-01-01,Chicago,IL,60617,154,false
2024-08-01,2024-03-01,Chicago,IL,60629,305,false
2024-08-01,2023-11-01,Chicago,IL,60634,109,false
2024-08-01,2023-10-01,Elgin,IL,60120,39,true
2024-08-01,2023-12-01,Hallandle Bch,FL,33009,289,false
2024-08-01,2023-08-01,Chicago,IL,60614,0,false
2024-08-01,2023-07-01,Chicago,IL,60659,0,false
2024-08-01,2023-07-01,Chicago,IL,60659,0,false
2024-08-01,2023-07-01,Chicago,IL,60659,0,false
2024-08-01,2023-07-01,Chicago,IL,60659,0,false
2024-08-01,2023-05-01,Chicago,IL,60606,84,false
2024-08-01,2024-05-01,Greendale,WI,53129,0,false
2024-08-01,2024-08-01,Chicago,IL,60659,40,false
2024-08-01,2015-06-01,Chicago,IL,60625,165,true
2024-08-01,2023-11-01,Chicago,IL,60653,330,false
2024-08-01,2022-07-01,Chicago,IL,60640,360,true
2024-08-01,2016-07-01,Streamwood,IL,60107,187,false
2024-08-01,2024-08-01,Brooklyn,NY,11205,161,false
2024-08-01,2024-03-01,Countryside,IL,60525,0,true
2024-08-01,2020-06-01,Bridgeview,IL,60455,791,true
2024-08-01,2022-04-01,Elmhurst,IL,60126,7,false
2024-08-01,2022-03-01,,WA,,123,false
2024-08-01,2017-02-01,Chicago,IL,60641,255,true
2024-08-01,2024-01-01,Chicago,IL,60649,330,false
2024-08-01,2017-10-01,Chicago,IL,60649,387,true
2024-08-01,2024-04-01,Dolton,IL,60419,11,false
2024-08-01,2024-07-01,Berwyn,IL,60402,396,false
2024-08-01,2024-06-01,Chicago,IL,60632,94,false
2024-08-01,2016-12-01,Palatine,IL,60074,123,true
2024-08-01,2022-04-01,Matteson,IL,60443,10,true
2024-08-01,2023-04-01,Skokie,IL,60076,58,true
2024-08-01,2023-05-01,Chicago,IL,60638,0,false
2024-08-01,2024-07-01,Chicago,IL,60632,51,false
2024-08-01,2017-11-01,,IL,,0,true
2024-08-01,2018-08-01,Green Bay,WI,54302,0,false
2024-08-01,2024-04-01,Schiller Park,IL,60167,0,false
2024-08-01,2019-04-01,Sauk Village,IL,60411,9,true
2024-08-01,2024-04-01,Chicago,IL,60643,30,true
2024-08-01,2017-12-01,Bensenville,IL,60106,59,false
2024-08-01,2024-05-01,Gilberts,IL,60136,475,false
2024-08-01,2023-10-01,Chicago,IL,60632,516,false
2024-08-01,2024-06-01,Ypsilanti,MI,48197,375,false
2024-08-01,2015-08-01,Chicago,IL,60616,331,true
2024-08-01,2019-07-01,Skokie,IL,60077,17,false
2024-08-01,2024-08-01,Seattle,WA,98122,0,false
2024-08-01,2018-02-01,Chicago,IL,60647,343,false
2024-08-01,2024-03-01,Chicago,IL,60632,65,false
2024-08-01,2023-09-01,Naperville,IL,60564,2,false
2024-08-01,2024-01-01,Chicago,IL,60637,79,false
2024-08-01,2024-06-01,Chicago,IL,60659,345,false
2024-08-01,2018-12-01,Waukegan,IL,60085,0,true
2024-08-01,2024-07-01,Chicago,IL,60620,124,false
2024-08-01,2024-01-01,Chicago,IL,60632,9,true
2024-08-01,2017-07-01,Arlington Hts,IL,60005,92,false
2024-08-01,2024-03-01,Lake Zurich,IL,60047,135,false
2024-08-01,2024-02-01,Chicago,IL,60619,12,false
2024-08-01,2022-09-01,Glendale Heights,IL,60139,96,false
2024-08-01,2022-10-01,Chicago,IL,60620,139,false
2024-08-01,2023-09-01,Hanover Park,IL,60133,102,true
2024-08-01,2017-11-01,Chicago,IL,60617,0,true
2024-08-01,2024-06-01,Downers Grove,IL,60516,130,false
2024-08-01,2023-03-01,Chicago,IL,60660,4,false
2024-08-01,2024-06-01,Chicago,IL,60617,240,false
2024-08-01,2023-06-01,Placentia,CA,92870,0,false
2024-08-01,2021-11-01,Roselle,IL,60172,117,false
2024-08-01,2018-03-01,Chicago,IL,60680,154,true
2024-08-01,2019-03-01,Northbrook,IL,60062,0,false
2024-08-01,2021-04-01,Chicago,IL,60637,94,false
2024-08-01,2024-06-01,Burbank,IL,60459,143,true
2024-08-01,2024-06-01,Chicago,IL,60629,107,false
2024-08-01,2017-04-01,Washington,DC,20010,0,false
2024-08-01,2024-04-01,Chicago,IL,60659,226,false
2024-08-01,2024-06-01,,TX,,0,false
2024-08-01,2016-12-01,Chicago,IL,60625,53,true
2024-08-01,2024-06-01,Plainfield,IL,60544,1,false
2024-08-01,2015-09-01,Chicago,IL,60606,115,true
2024-08-01,2023-11-01,Marengo,IL,60152,8,true
2024-08-01,2024-05-01,Des Plaines,IL,60016,52,false
2024-08-01,2024-07-01,Hanover Park,IL,60133,87,false
2024-08-01,2024-07-01,Hanover Park,IL,60133,87,false
2024-08-01,2015-09-01,Chicago,IL,60607,0,false
2024-08-01,2024-07-01,Gary,IN,46404,54,false
2024-08-01,2023-10-01,Hickory,IL,60457,65,true
2024-08-01,2024-05-01,,GA,,365,false
2024-08-01,2024-01-01,Chicago,IL,60651,62,false
2024-08-01,2023-10-01,La Porte,IN,46350,0,false
2024-08-01,2023-12-01,Pingree Grove,IL,60140,0,false
2024-08-01,2023-12-01,Pingree Grove,IL,60140,0,false
2024-08-01,2024-03-01,Port Barrington,IL,60010,226,false
2024-08-01,2016-03-01,Chicago,IL,60645,130,false
2024-08-01,2017-03-01,Jupiter,FL,33458,16,false
2024-08-01,2015-10-01,Chicago,IL,60656,2,true
2024-08-01,2018-09-01,Colton,IL,60419,6,true
2024-08-01,2024-03-01,Chicago,IL,60615,86,false
2024-08-01,2024-07-01,Lansing,IL,60438,7,false
2024-08-01,2024-07-01,Lansing,IL,60438,7,false
2024-08-01,2024-01-01,Naperville,IL,60563,525,true
2024-08-01,2018-08-01,Chicago,IL,60659,493,true
2024-08-01,2023-08-01,Dallas,TX,75235,85,false
2024-08-01,2015-11-01,Elk Grove Village,IL,60007,39,true
2024-08-01,2024-06-01,Chicago,IL,60620,134,false
2024-08-01,2024-01-01,Chicago Ridge,IL,60415,3,false
2024-08-01,2024-06-01,Park Forest,IL,60466,81,false
2024-08-01,2024-06-01,Forest Park,IL,60130,9,false
2024-08-01,2024-08-01,Skokie,IL,60077,53,false
2024-08-01,2018-01-01,Brooklyn,NY,11229,45,false
2024-08-01,2023-09-01,Naperville,IL,60564,0,true
2024-08-01,2021-11-01,Saint Charles,IL,60174,0,false
2024-08-01,2024-03-01,Chicago,IL,60620,38,false
2024-08-01,2024-05-01,Naperville,IL,60563,12,false
2024-08-01,2018-03-01,Chicago,IL,60622,62,true
2024-08-01,2023-08-01,Chicago,IL,60609,418,true
2024-08-01,2020-10-01,Chicago,IL,60616,93,true
2024-08-01,2023-10-01,Chicago,IL,60625,476,false
2024-08-01,2024-06-01,Chicago,IL,60659,133,true
2024-08-01,2024-04-01,Carol Stream,IL,60188,134,true
2024-08-01,2024-08-01,Chicago,IL,60641,5,true
2024-08-01,2019-10-01,Oak Lawn,IL,60453,1,false
2024-08-01,2020-01-01,Oak Forest,IL,60452,109,false
2024-08-01,2017-09-01,Country Club Hills,IL,60478,19,false
2024-08-01,2023-02-01,Chicago,IL,60651,42,true
2024-08-01,2024-01-01,Chicago,IL,60625,2,false
2024-08-01,2024-02-01,Bellwood,IL,60104,20,true
2024-08-01,2019-01-01,Riverdale,IL,60827,12,true
2024-08-01,2024-07-01,Chicago,IL,60624,9,false
2024-08-01,2022-12-01,Joliet,IL,60431,226,true
2024-08-01,2023-11-01,Cicero,IL,60804,43,false
2024-08-01,2024-03-01,Forest Park,IL,60130,129,true
2024-08-01,2019-12-01,Chicago,IL,60659,0,true
2024-08-01,2019-12-01,Chicago,IL,60659,0,true
2024-08-01,2019-12-01,Chicago,IL,60659,0,true
2024-08-01,2019-12-01,Skokie,IL,60076,31,true
2024-08-01,2021-04-01,Chicago,IL,60606,177,true
2024-08-01,2024-07-01,Chicago,IL,60621,65,false
2024-08-01,2024-07-01,Chicago,IL,60645,2,false
2024-08-01,2024-01-01,Chicago,IL,60656,171,true
2024-08-01,2021-07-01,Chicago,IL,60620,0,false
2024-08-01,2023-09-01,Chicago,IL,60645,260,false
2024-08-01,2023-05-01,Chicago,IL,60616,173,false
2024-08-01,2024-05-01,Schaumburg,IL,60173,213,false
2024-08-01,2017-02-01,Monroe,NY,10950,0,false
2024-08-01,2022-11-01,Mount Prospect,IL,60056,0,false
2024-08-01,2023-12-01,Chicago,IL,60647,259,false
2024-08-01,2019-08-01,Berwyn,IL,60402,9,false
2024-08-01,2019-11-01,Minooka,IL,60447,39,false
2024-08-01,2022-12-01,Rockford,IL,61102,109,true
2024-08-01,2024-05-01,,IL,,367,false
2024-08-01,2017-08-01,Glenview,IL,60025,33,true
2024-08-01,2023-10-01,Chicago,IL,60614,356,true
2024-08-01,2017-04-01,Chicago,IL,60625,261,true
2024-08-01,2023-06-01,Chicago,IL,60634,293,true
2024-08-01,2023-08-01,Chicago,IL,60619,398,true
2024-08-01,2024-05-01,Chicago,IL,60624,350,false
2024-08-01,2023-08-01,Rolling Meadows,IL,60008,62,false
2024-08-01,2024-01-01,Chicago,IL,60644,0,false
2024-08-01,2024-01-01,Chicago,IL,60644,0,false
2024-08-01,2022-11-01,Prospect Heights,IL,60070,39,false
2024-08-01,2024-07-01,Bellevue,WA,98007,144,false
2024-08-01,2019-02-01,Arlington Heights,IL,60005,6,false
2024-08-01,2023-08-01,Calumet City,IL,60409,21,false
2024-08-01,2023-08-01,Chicago,IL,60656,298,true
2024-08-01,2023-08-01,Aurora,IL,60506,0,false
2024-08-01,2023-08-01,Aurora,IL,60506,0,false
2024-08-01,2022-02-01,,WI,,1,false
2024-08-01,2023-12-01,Miami,FL,33125,121,true
2024-08-01,2024-08-01,Winfield,IL,60190,0,false
2024-08-01,2024-06-01,Gurnee,IL,60031,1,false
2024-08-01,2024-01-01,Niles,IL,60714,8,false
2024-08-01,2024-04-01,Racine,WI,53403,0,false
2024-08-01,2023-12-01,Cicero,IL,60804,268,false
2024-08-01,2016-08-01,Chicago,IL,60659,379,true
2024-08-01,2024-08-01,,WI,,25,false
2024-08-01,2024-04-01,Chicago,IL,60707,63,true
2024-08-01,2024-04-01,Des Plaines,IL,60016,277,false
2024-08-01,2024-07-01,Hoffman Estates,IL,60010,0,false
2024-08-01,2024-02-01,Chicago,IL,60632,310,true
2024-08-01,2024-01-01,Las Vegas,NV,89178,0,false
2024-08-01,2020-10-01,Chicago,IL,60626,385,true
2024-08-01,2023-07-01,Rolling Meadows,IL,60008,191,true
2024-08-01,2019-03-01,Orland Hills,IL,60487,13,false
2024-08-01,2023-09-01,Schaumburg,IL,60193,0,false
2024-08-01,2023-09-01,Schaumburg,IL,60193,0,false
2024-08-01,2023-12-01,Streamwood,IL,60107,102,false
2024-08-01,2023-12-01,Aurora,IL,60503,2,false
2024-08-01,2024-07-01,Worth,IL,60482,39,false
2024-08-01,2022-04-01,Skokie,IL,60076,140,false
2024-08-01,2021-10-01,Chicago,IL,60612,125,true
2024-08-01,2017-11-01,Conyers,GA,30013,0,false
2024-08-01,2024-02-01,,NY,,0,false
2024-08-01,2024-02-01,,NY,,0,false
2024-08-01,2024-03-01,Arlington Heights,IL,60004,3,false
2024-08-01,2019-01-01,,FL,,23,false
2024-08-01,2023-09-01,Zion,IL,60099,22,false
2024-08-01,2024-04-01,Addison,IL,60101,80,false
2024-08-01,2024-04-01,Chicago,IL,60634,86,false
2024-08-01,2024-08-01,,WI,,45,false
2024-08-01,2015-04-01,Skokie,IL,60077,24,true
2024-08-01,2023-11-01,Ottawa,IL,61350,0,false
2024-08-01,2023-10-01,Chicago Rdige,IL,60415,39,false
2024-08-01,2023-07-01,Miami,FL,33165,53,false
2024-08-01,2015-11-01,Chicago,IL,60606,74,true
2024-08-01,2020-03-01,Chicago,IL,60707,129,false
2024-08-01,2023-11-01,Elk Grove Village,IL,60007,189,true
2024-08-01,2015-09-01,Chicago,IL,60606,126,true
2024-08-01,2023-09-01,Waukegan,IL,60085,1,false
2024-08-01,2022-06-01,Berwyn,IL,60402,16,false
2024-08-01,2023-04-01,,NY,,6,false
2024-08-01,2024-05-01,Silver Spring,MD,20906,3,false
2024-08-01,2024-02-01,Chicago,IL,60649,81,true
2024-08-01,2022-05-01,Bolingbrook,IL,60440,0,false
2024-08-01,2024-03-01,Burbank,IL,60459,350,false
2024-08-01,2024-07-01,Cicero,IL,60804,155,false
2024-08-01,2023-05-01,Chicago,IL,60641,99,false
2024-08-01,2023-12-01,,IL,,61,false
2024-08-01,2024-02-01,Chicago,IL,60477,89,false
2024-08-01,2024-04-01,Chicago,IL,60634,84,true
2024-08-01,2024-07-01,Plainfield,IL,60586,0,false
2024-08-01,2024-07-01,Plainfield,IL,60586,0,false
2024-08-01,2024-07-01,Plainfield,IL,60586,0,false
2024-08-01,2024-07-01,Plainfield,IL,60586,0,false
2024-08-01,2024-07-01,Plainfield,IL,60586,0,false
2024-08-01,2024-07-01,Plainfield,IL,60586,0,false
2024-08-01,2024-07-01,Plainfield,IL,60586,0,false
2024-08-01,2024-07-01,Plainfield,IL,60586,0,false
2024-08-01,2024-07-01,Plainfield,IL,60586,0,false
2024-08-01,2024-07-01,Plainfield,IL,60586,0,false
2024-08-01,2024-07-01,Plainfield,IL,60586,0,false
2024-08-01,2024-03-01,Homewood,IL,60430,25,false
2024-08-01,2024-04-01,Chicago,IL,60653,56,false
2024-08-01,2024-02-01,Chicago,IL,60657,0,false
2024-08-01,2024-02-01,Chicago,IL,60657,0,false
2024-08-01,2021-01-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60651,129,true
2024-08-01,2024-04-01,Chicago,IL,60610,46,false
2024-08-01,2023-04-01,,WA,,286,false
2024-08-01,2023-06-01,Berwyn,IL,60402,162,true
2024-08-01,2017-05-01,Skokie,IL,60076,278,true
2024-08-01,2024-07-01,Des Plains,IL,60018,68,false
2024-08-01,2021-01-01,Chicago,IL,60639,385,false
2024-08-01,2017-08-01,Zion,IL,60099,3,true
2024-08-01,2018-06-01,Chicago,IL,60645,320,false
2024-08-01,2016-09-01,Chicago,IL,60617,97,false
2024-08-01,2017-03-01,Crest Hill,IL,60403,83,true
2024-08-01,2024-06-01,Downers Grove,IL,60516,44,false
2024-08-01,2023-04-01,Westchester,IL,60154,114,true
2024-08-01,2024-05-01,Buffalo Grove,IL,60089,0,false
2024-08-01,2024-05-01,Buffalo Grove,IL,60089,0,false
2024-08-01,2024-05-01,Buffalo Grove,IL,60089,0,false
2024-08-01,2024-05-01,Buffalo Grove,IL,60089,0,false
2024-08-01,2024-05-01,Buffalo Grove,IL,60089,0,false
2024-08-01,2024-05-01,Buffalo Grove,IL,60089,0,false
2024-08-01,2024-05-01,Buffalo Grove,IL,60089,0,false
2024-08-01,2024-07-01,Chicago,IL,60647,254,false
2024-08-01,2024-01-01,Chicago,IL,60659,169,false
2024-08-01,2022-12-01,Clarendon Hills,IL,60514,70,false
2024-08-01,2024-06-01,Chicago,IL,60547,6,false
2024-08-01,2023-12-01,Bolingbrook,IL,60490,0,false
2024-08-01,2018-03-01,Chicago,IL,60651,0,false
2024-08-01,2018-11-01,,WA,,0,true
2024-08-01,2021-04-01,,WI,,13,false
2024-08-01,2023-12-01,Chicago,IL,60629,117,false
2024-08-01,2024-06-01,Chicago Heights,IL,60411,11,false
2024-08-01,2023-03-01,Chicago,IL,60623,1,false
2024-08-01,2024-04-01,Arlington Heights,IL,60004,38,true
2024-08-01,2024-03-01,Chicago,IL,60601,201,false
2024-08-01,2024-08-01,Roseville,CA,95747,106,false
2024-08-01,2024-08-01,,WA,,7,false
2024-08-01,2024-07-01,Lagrange Highland,IL,60525,0,false
2024-08-01,2024-07-01,Chicago,IL,60626,95,false
2024-08-01,2024-03-01,Elmwood Park,IL,60707,3,false
2024-08-01,2023-04-01,Banning,CA,92220,208,true
2024-08-01,2017-09-01,Aurora,IL,60504,25,false
2024-08-01,2022-05-01,Chicago,IL,60636,107,false
2024-08-01,2022-06-01,Bartlett,IL,60103,15,true
2024-08-01,2019-05-01,Chicago,IL,60621,203,true
2024-08-01,2024-04-01,Carol Stream,IL,60188,2,false
2024-08-01,2019-10-01,Skokie,IL,60077,0,false
2024-08-01,2024-05-01,Aurora,IL,60504,2,true
2024-08-01,2014-10-01,Silver Spring,MD,20901,134,false
2024-08-01,2015-04-01,Chicago,IL,60641,0,true
2024-08-01,2023-09-01,,IL,,53,false
2024-08-01,2018-03-01,Chicago,IL,60634,146,false
2024-08-01,2021-07-01,Addison,IL,60101,2,true
2024-08-01,2023-05-01,Schaumburg,IL,60193,0,true
2024-08-01,2023-05-01,Schaumburg,IL,60193,0,true
2024-08-01,2015-08-01,Chicago,IL,60656,19,true
2024-08-01,2024-07-01,,TX,,217,false
2024-08-01,2015-12-01,Chicago,IL,60639,238,false
2024-08-01,2024-01-01,Wheeling,IL,60090,3,false
2024-08-01,2024-05-01,Cicero,IL,60804,25,false
2024-08-01,2024-07-01,Bolingbrook,IL,60490,39,false
2024-08-01,2023-04-01,Chicago,IL,60629,50,false
2024-08-01,2024-04-01,Chicago,IL,60606,10,false
2024-08-01,2024-07-01,Woodbridge,VA,22193,0,false
2024-08-01,2021-04-01,Chicago,IL,60609,171,true
2024-08-01,2024-07-01,Chicago,IL,60618,112,false
2024-08-01,2023-04-01,Schaumburg,IL,60194,169,false
2024-08-01,2024-02-01,Chicago,IL,60624,381,false
2024-08-01,2024-04-01,Chicago,IL,60657,32,false
2024-08-01,2023-08-01,Joliet,IL,60435,145,true
2024-08-01,2023-09-01,Hallandale,FL,33009,183,false
2024-08-01,2018-12-01,Chicago,IL,60613,0,false
2024-08-01,2018-12-01,Chicago,IL,60613,0,false
2024-08-01,2024-01-01,Palos Hills,IL,60465,56,false
2024-08-01,2024-07-01,Hanover Park,IL,60133,12,false
2024-08-01,2024-07-01,Des Plaines,IL,60016,148,false
2024-08-01,2022-06-01,Chicago,IL,60639,376,true
2024-08-01,2024-03-01,Seattle,WA,98144,244,false
2024-08-01,2015-12-01,Chicago,IL,60645,334,true
2024-08-01,2024-06-01,Saint George,SC,29477,0,false
2024-08-01,2024-05-01,Chicago,IL,60636,212,false
2024-08-01,2024-05-01,Glendale Heights,IL,60139,240,false
2024-08-01,2024-03-01,Chicago,IL,60625,161,false
2024-08-01,2019-12-01,Chicago,IL,60608,118,false
2024-08-01,2023-12-01,Romeoville,IL,60446,68,false
2024-08-01,2021-01-01,,WI,,0,false
2024-08-01,2024-03-01,Crete,IL,60417,18,true
2024-08-01,2023-05-01,Chicago,IL,60622,0,false
2024-08-01,2023-05-01,Chicago,IL,60622,0,false
2024-08-01,2023-05-01,Chicago,IL,60622,0,false
2024-08-01,2017-07-01,Chicago,IL,60634,59,true
2024-08-01,2024-05-01,Chicago,IL,60645,198,false
2024-08-01,2024-08-01,Streamwood,IL,60120,106,false
2024-08-01,2020-08-01,Chicago,IL,60630,77,false
2024-08-01,2024-08-01,Chicago,IL,60634,18,false
2024-08-01,2017-06-01,R,IL,60446,21,false
2024-08-01,2023-05-01,Oak Forest,IL,60452,108,true
2024-08-01,2024-07-01,Chicago,IL,60628,108,false
2024-08-01,2022-03-01,Niles,IL,60714,15,false
2024-08-01,2023-11-01,Chicago,IL,60622,10,false
2024-08-01,2024-06-01,Chicago,IL,60612,111,false
2024-08-01,2016-04-01,Palos Hills,IL,60465,36,true
2024-08-01,2017-02-01,Des Plaines,IL,60016,4,true
2024-08-01,2022-10-01,North Chicago,IL,60064,0,false
2024-08-01,2024-03-01,Libertyville,IL,60048,80,false
2024-08-01,2024-08-01,Hoffman Est,IL,60169,0,false
2024-08-01,2024-08-01,Hoffman Est,IL,60169,0,false
2024-08-01,2019-08-01,Lansing,IL,60438,30,false
2024-08-01,2024-03-01,Chicago,IL,60632,198,false
2024-08-01,2024-02-01,,PA,,276,false
2024-08-01,2024-06-01,Dyer,IN,46311,5,false
2024-08-01,2015-04-01,,VA,,170,false
2024-08-01,2022-02-01,Chicago,IL,60660,0,true
2024-08-01,2022-12-01,Chicago,IL,60653,0,false
2024-08-01,2024-02-01,Schaumburg,IL,60194,12,false
2024-08-01,2024-05-01,Brooklyn,NY,11235,445,true
2024-08-01,2021-11-01,Chicago,IL,60656,0,true
2024-08-01,2013-05-01,Chicago,IL,60606,0,true
2024-08-01,2023-12-01,Saint Cloud,FL,34769,0,false
2024-08-01,2014-12-01,Chicago,IL,60640,487,true
2024-08-01,2024-04-01,Griffith,IN,46319,1,false
2024-08-01,2024-05-01,,IL,,49,false
2024-08-01,2023-09-01,Addison,IL,60101,37,false
2024-08-01,2023-10-01,Chicago,IL,60660,304,true
2024-08-01,2023-01-01,Chicago,IL,60623,50,false
2024-08-01,2024-07-01,Algonquin,IL,60102,46,false
2024-08-01,2024-06-01,Renton,WA,98058,127,false
2024-08-01,2024-06-01,Wheaton,IL,60187,83,false
2024-08-01,2023-07-01,Arlington Heights,IL,60004,229,false
2024-08-01,2024-04-01,Naperville,IL,60563,1,false
2024-08-01,2022-09-01,Plainfield,IL,60585,181,true
2024-08-01,2015-07-01,Morton Grove,IL,60053,232,true
2024-08-01,2024-05-01,Skokie,IL,60076,0,false
2024-08-01,2024-05-01,Skokie,IL,60076,0,false
2024-08-01,2024-05-01,Skokie,IL,60076,0,false
2024-08-01,2024-05-01,Skokie,IL,60076,0,false
2024-08-01,2024-05-01,Skokie,IL,60076,0,false
2024-08-01,2024-05-01,Skokie,IL,60076,0,false
2024-08-01,2024-05-01,Skokie,IL,60076,0,false
2024-08-01,2024-05-01,Skokie,IL,60076,0,false
2024-08-01,2024-05-01,Skokie,IL,60076,0,false
2024-08-01,2024-05-01,Skokie,IL,60076,0,false
2024-08-01,2024-05-01,Skokie,IL,60076,0,false
2024-08-01,2024-05-01,Skokie,IL,60076,0,false
2024-08-01,2024-05-01,Skokie,IL,60076,0,false
2024-08-01,2023-09-01,Chicago,IL,60609,38,false
2024-08-01,2024-06-01,Des Plaines,IL,60016,165,false
2024-08-01,2024-06-01,Berwick,ME,03901,0,false
2024-08-01,2024-06-01,Fitchburg,WI,53711,0,false
2024-08-01,2024-04-01,Chicago,IL,60606,293,false
2024-08-01,2024-06-01,Wheaton,IL,60189,32,true
2024-08-01,2024-07-01,Hickory Hills,IL,60457,38,false
2024-08-01,2023-11-01,Bellwood,IL,60104,202,true
2024-08-01,2024-04-01,Palatine,IL,60074,116,false
2024-08-01,2021-02-01,Chicago,IL,60626,0,true
2024-08-01,2024-04-01,Skokie,IL,60076,68,false
2024-08-01,2020-10-01,Chicago,IL,60641,,true
2024-08-01,2024-08-01,Palos Hills,IL,60465,11,false
2024-08-01,2024-08-01,Palos Hills,IL,60465,11,false
2024-08-01,2024-06-01,Joliet,IL,60431,6,false
2024-08-01,2018-06-01,Chicago,IL,60618,55,false
2024-08-01,2024-08-01,Hammond,IN,46320,0,false
2024-08-01,2017-05-01,Chicago,IL,60634,24,false
2024-08-01,2017-07-01,Bolingbrook,IL,60440,0,false
2024-08-01,2024-04-01,Chicago,IL,60632,19,false
2024-08-01,2023-08-01,Franklin Park,IL,60131,95,true
2024-08-01,2023-05-01,Joliet,IL,60431,0,false
2024-08-01,2022-10-01,Vernon Hills,IL,60061,0,true
2024-08-01,2022-12-01,Ingleside,IL,60041,0,false
2024-08-01,2023-09-01,Arlington Hts,IL,60004,12,false
2024-08-01,2018-08-01,Naperville,IL,60540,273,true
2024-08-01,2018-06-01,Chicago,IL,60645,98,false
2024-08-01,2024-03-01,Elmwood Park,IL,60707,47,true
2024-08-01,2024-04-01,Brookfield,IL,60513,24,false
2024-08-01,2020-08-01,Orlando,IL,60462,79,true
2024-08-01,2021-06-01,Halfmoon,NY,12065,0,false
2024-08-01,2022-03-01,Chicago,IL,60645,441,true
2024-08-01,2023-09-01,Arlington Heights,IL,60005,150,true
2024-08-01,2020-09-01,Evanston,IL,60202,153,true
2024-08-01,2023-06-01,,NC,,0,false
2024-08-01,2024-08-01,Beach Park,IL,60083,0,false
2024-08-01,2024-05-01,Chicago,IL,60608,86,false
2024-08-01,2024-05-01,Mundelein,IL,60060,23,false
2024-08-01,2019-05-01,Elk Grove Village,IL,60007,0,false
2024-08-01,2024-07-01,Chicago,IL,60617,116,true
2024-08-01,2023-10-01,Chicago,IL,60641,4,true
2024-08-01,2023-12-01,Chicago,IL,60634,43,true
2024-08-01,2019-04-01,Glendale Heights,IL,60139,11,true
2024-08-01,2024-06-01,Chicago,IL,60633,379,false
2024-08-01,2024-02-01,Chicago,IL,60636,127,false
2024-08-01,2024-05-01,Ottawa,IL,61350,0,false
2024-08-01,2024-05-01,Ottawa,IL,61350,0,false
2024-08-01,2018-10-01,Des Plaines,IL,60016,0,false
2024-08-01,2022-04-01,Berwyn,IL,60402,0,true
2024-08-01,2024-05-01,Cicero,IL,60804,25,false
2024-08-01,2024-05-01,Chicago,IL,60641,7,false
2024-08-01,2017-07-01,Chicago,IL,60641,148,true
2024-08-01,2019-09-01,Elgin,IL,60120,0,false
2024-08-01,2024-01-01,Chicago,IL,60653,203,false
